Sample Code,SKU Code,Size,Fabric,Print,Colour,Fabric Cost,Accessories Cost,Operational Cost,Stitching Cost,Margin
1-W-BTR-SS-XS-RL-POL,1-W-BTR-SS-2XL-RL-POL,2X Large,Polyester,,Blue Triangle,17.45,0,0,0,0
1-W-BTR-SS-XS-RL-POL,1-W-BTR-SS-3XL-RL-POL,3X Large ,Polyester,,Blue Triangle,17.45,0,0,0,0
2-M-BTR-LS-XS-SL-POL,2-M-BTR-LS-S-SL-POL,Small,Polyester,,Blue Triangle,18.75,0,0,0,0
2-M-BTR-LS-XS-SL-POL,2-M-BTR-LS-M-SL-POL,Medium,Polyester,,Blue Triangle,18.75,0,0,0,0
2-M-BTR-LS-XS-SL-POL,2-M-BTR-LS-L-SL-POL,Large,Polyester,,Blue Triangle,18.75,0,0,0,0
2-M-BTR-LS-XS-SL-POL,2-M-BTR-LS-XL-SL-POL,Extra Large,Polyester,,Blue Triangle,18.75,0,0,0,0
2-M-BTR-LS-XS-SL-POL,2-M-BTR-LS-2XL-SL-POL,2X Large,Polyester,,Blue Triangle,18.75,0,0,0,0
2-M-BTR-LS-XS-SL-POL,2-M-BTR-LS-3XL-SL-POL,3X Large ,Polyester,,Blue Triangle,18.75,0,0,0,0
2-M-BTR-LS-XS-RL-POL,2-M-BTR-LS-S-RL-POL,Small,Polyester,,Blue Triangle,18.75,0,0,0,0
2-M-BTR-LS-XS-RL-POL,2-M-BTR-LS-M-RL-POL,Medium,Polyester,,Blue Triangle,18.75,0,0,0,0
2-M-BTR-LS-XS-RL-POL,2-M-BTR-LS-L-RL-POL,Large,Polyester,,Blue Triangle,18.75,0,0,0,0
2-M-BTR-LS-XS-RL-POL,2-M-BTR-LS-XL-RL-POL,Extra Large,Polyester,,Blue Triangle,18.75,0,0,0,0
2-M-BTR-LS-XS-RL-POL,2-M-BTR-LS-2XL-RL-POL,2X Large,Polyester,,Blue Triangle,18.75,0,0,0,0
2-M-BTR-LS-XS-RL-POL,2-M-BTR-LS-3XL-RL-POL,3X Large ,Polyester,,Blue Triangle,18.75,0,0,0,0
2-M-BTR-SS-XS-SL-POL,2-M-BTR-SS-S-SL-POL,Small,Polyester,,Blue Triangle,17.45,0,0,0,0
2-M-BTR-SS-XS-SL-POL,2-M-BTR-SS-M-SL-POL,Medium,Polyester,,Blue Triangle,17.45,0,0,0,0
2-M-BTR-SS-XS-SL-POL,2-M-BTR-SS-L-SL-POL,Large,Polyester,,Blue Triangle,17.45,0,0,0,0
2-M-BTR-SS-XS-SL-POL,2-M-BTR-SS-XL-SL-POL,Extra Large,Polyester,,Blue Triangle,17.45,0,0,0,0
2-M-BTR-SS-XS-SL-POL,2-M-BTR-SS-2XL-SL-POL,2X Large,Polyester,,Blue Triangle,17.45,0,0,0,0
2-M-BTR-SS-XS-SL-POL,2-M-BTR-SS-3XL-SL-POL,3X Large ,Polyester,,Blue Triangle,17.45,0,0,0,0
2-M-BTR-SS-XS-RL-POL,2-M-BTR-SS-S-RL-POL,Small,Polyester,,Blue Triangle,17.45,0,0,0,0
2-M-BTR-SS-XS-RL-POL,2-M-BTR-SS-M-RL-POL,Medium,Polyester,,Blue Triangle,17.45,0,0,0,0
2-M-BTR-SS-XS-RL-POL,2-M-BTR-SS-L-RL-POL,Large,Polyester,,Blue Triangle,17.45,0,0,0,0
2-M-BTR-SS-XS-RL-POL,2-M-BTR-SS-XL-RL-POL,Extra Large,Polyester,,Blue Triangle,17.45,0,0,0,0
2-M-BTR-SS-XS-RL-POL,2-M-BTR-SS-2XL-RL-POL,2X Large,Polyester,,Blue Triangle,17.45,0,0,0,0
2-M-BTR-SS-XS-RL-POL,2-M-BTR-SS-3XL-RL-POL,3X Large ,Polyester,,Blue Triangle,17.45,0,0,0,0
2-W-BTR-LS-XS-SL-POL,2-W-BTR-LS-XS-SL-POL,Extra Small,Polyester,,Blue Triangle,18.75,0,0,0,0
2-W-BTR-LS-XS-SL-POL,2-W-BTR-LS-S-SL-POL,Small,Polyester,,Blue Triangle,18.75,0,0,0,0
2-W-BTR-LS-XS-SL-POL,2-W-BTR-LS-M-SL-POL,Medium,Polyester,,Blue Triangle,18.75,0,0,0,0
2-W-BTR-LS-XS-SL-POL,2-W-BTR-LS-L-SL-POL,Large,Polyester,,Blue Triangle,18.75,0,0,0,0
2-W-BTR-LS-XS-SL-POL,2-W-BTR-LS-XL-SL-POL,Extra Large,Polyester,,Blue Triangle,18.75,0,0,0,0
2-W-BTR-LS-XS-SL-POL,2-W-BTR-LS-2XL-SL-POL,2X Large,Polyester,,Blue Triangle,18.75,0,0,0,0
2-W-BTR-LS-XS-SL-POL,2-W-BTR-LS-3XL-SL-POL,3X Large ,Polyester,,Blue Triangle,18.75,0,0,0,0
2-W-BTR-LS-XS-RL-POL,2-W-BTR-LS-XS-RL-POL,Extra Small,Polyester,,Blue Triangle,18.75,0,0,0,0
2-W-BTR-LS-XS-RL-POL,2-W-BTR-LS-S-RL-POL,Small,Polyester,,Blue Triangle,18.75,0,0,0,0
2-W-BTR-LS-XS-RL-POL,2-W-BTR-LS-M-RL-POL,Medium,Polyester,,Blue Triangle,18.75,0,0,0,0
2-W-BTR-LS-XS-RL-POL,2-W-BTR-LS-L-RL-POL,Large,Polyester,,Blue Triangle,18.75,0,0,0,0
2-W-BTR-LS-XS-RL-POL,2-W-BTR-LS-XL-RL-POL,Extra Large,Polyester,,Blue Triangle,18.75,0,0,0,0
2-W-BTR-LS-XS-RL-POL,2-W-BTR-LS-2XL-RL-POL,2X Large,Polyester,,Blue Triangle,18.75,0,0,0,0
2-W-BTR-LS-XS-RL-POL,2-W-BTR-LS-3XL-RL-POL,3X Large ,Polyester,,Blue Triangle,18.75,0,0,0,0
2-W-BTR-SS-XS-SL-POL,2-W-BTR-SS-XS-SL-POL,Extra Small,Polyester,,Blue Triangle,17.45,0,0,0,0
2-W-BTR-SS-XS-SL-POL,2-W-BTR-SS-S-SL-POL,Small,Polyester,,Blue Triangle,17.45,0,0,0,0
2-W-BTR-SS-XS-SL-POL,2-W-BTR-SS-M-SL-POL,Medium,Polyester,,Blue Triangle,17.45,0,0,0,0
2-W-BTR-SS-XS-SL-POL,2-W-BTR-SS-L-SL-POL,Large,Polyester,,Blue Triangle,17.45,0,0,0,0
2-W-BTR-SS-XS-SL-POL,2-W-BTR-SS-XL-SL-POL,Extra Large,Polyester,,Blue Triangle,17.45,0,0,0,0
2-W-BTR-SS-XS-SL-POL,2-W-BTR-SS-2XL-SL-POL,2X Large,Polyester,,Blue Triangle,17.45,0,0,0,0
2-W-BTR-SS-XS-SL-POL,2-W-BTR-SS-3XL-SL-POL,3X Large ,Polyester,,Blue Triangle,17.45,0,0,0,0
2-W-BTR-SS-XS-RL-POL,2-W-BTR-SS-XS-RL-POL,Extra Small,Polyester,,Blue Triangle,17.45,0,0,0,0
2-W-BTR-SS-XS-RL-POL,2-W-BTR-SS-S-RL-POL,Small,Polyester,,Blue Triangle,17.45,0,0,0,0
2-W-BTR-SS-XS-RL-POL,2-W-BTR-SS-M-RL-POL,Medium,Polyester,,Blue Triangle,17.45,0,0,0,0
2-W-BTR-SS-XS-RL-POL,2-W-BTR-SS-L-RL-POL,Large,Polyester,,Blue Triangle,17.45,0,0,0,0
2-W-BTR-SS-XS-RL-POL,2-W-BTR-SS-XL-RL-POL,Extra Large,Polyester,,Blue Triangle,17.45,0,0,0,0
2-W-BTR-SS-XS-RL-POL,2-W-BTR-SS-2XL-RL-POL,2X Large,Polyester,,Blue Triangle,17.45,0,0,0,0
2-W-BTR-SS-XS-RL-POL,2-W-BTR-SS-3XL-RL-POL,3X Large ,Polyester,,Blue Triangle,17.45,0,0,0,0
1-M-GTR-LS-XS-SL-POL,1-M-GTR-LS-S-SL-POL,Small,Polyester,,Green Triangle,18.75,0,0,0,0
1-M-GTR-LS-XS-SL-POL,1-M-GTR-LS-M-SL-POL,Medium,Polyester,,Green Triangle,18.75,0,0,0,0
1-M-GTR-LS-XS-SL-POL,1-M-GTR-LS-L-SL-POL,Large,Polyester,,Green Triangle,18.75,0,0,0,0
1-M-GTR-LS-XS-SL-POL,1-M-GTR-LS-XL-SL-POL,Extra Large,Polyester,,Green Triangle,18.75,0,0,0,0
1-M-GTR-LS-XS-SL-POL,1-M-GTR-LS-2XL-SL-POL,2X Large,Polyester,,Green Triangle,18.75,0,0,0,0
1-M-GTR-LS-XS-SL-POL,1-M-GTR-LS-3XL-SL-POL,3X Large ,Polyester,,Green Triangle,18.75,0,0,0,0
1-M-GTR-LS-XS-RL-POL,1-M-GTR-LS-S-RL-POL,Small,Polyester,,Green Triangle,18.75,0,0,0,0
1-M-GTR-LS-XS-RL-POL,1-M-GTR-LS-M-RL-POL,Medium,Polyester,,Green Triangle,18.75,0,0,0,0
1-M-GTR-LS-XS-RL-POL,1-M-GTR-LS-L-RL-POL,Large,Polyester,,Green Triangle,18.75,0,0,0,0
1-M-GTR-LS-XS-RL-POL,1-M-GTR-LS-XL-RL-POL,Extra Large,Polyester,,Green Triangle,18.75,0,0,0,0
1-M-GTR-LS-XS-RL-POL,1-M-GTR-LS-2XL-RL-POL,2X Large,Polyester,,Green Triangle,18.75,0,0,0,0
1-M-GTR-LS-XS-RL-POL,1-M-GTR-LS-3XL-RL-POL,3X Large ,Polyester,,Green Triangle,18.75,0,0,0,0
1-M-GTR-SS-XS-SL-POL,1-M-GTR-SS-S-SL-POL,Small,Polyester,,Green Triangle,17.45,0,0,0,0
1-M-GTR-SS-XS-SL-POL,1-M-GTR-SS-M-SL-POL,Medium,Polyester,,Green Triangle,17.45,0,0,0,0
1-M-GTR-SS-XS-SL-POL,1-M-GTR-SS-L-SL-POL,Large,Polyester,,Green Triangle,17.45,0,0,0,0
1-M-GTR-SS-XS-SL-POL,1-M-GTR-SS-XL-SL-POL,Extra Large,Polyester,,Green Triangle,17.45,0,0,0,0
1-M-GTR-SS-XS-SL-POL,1-M-GTR-SS-2XL-SL-POL,2X Large,Polyester,,Green Triangle,17.45,0,0,0,0
1-M-GTR-SS-XS-SL-POL,1-M-GTR-SS-3XL-SL-POL,3X Large ,Polyester,,Green Triangle,17.45,0,0,0,0
1-M-GTR-SS-XS-RL-POL,1-M-GTR-SS-S-RL-POL,Small,Polyester,,Green Triangle,17.45,0,0,0,0
1-M-GTR-SS-XS-RL-POL,1-M-GTR-SS-M-RL-POL,Medium,Polyester,,Green Triangle,17.45,0,0,0,0
1-M-GTR-SS-XS-RL-POL,1-M-GTR-SS-L-RL-POL,Large,Polyester,,Green Triangle,17.45,0,0,0,0
1-M-GTR-SS-XS-RL-POL,1-M-GTR-SS-XL-RL-POL,Extra Large,Polyester,,Green Triangle,17.45,0,0,0,0
1-M-GTR-SS-XS-RL-POL,1-M-GTR-SS-2XL-RL-POL,2X Large,Polyester,,Green Triangle,17.45,0,0,0,0
1-M-GTR-SS-XS-RL-POL,1-M-GTR-SS-3XL-RL-POL,3X Large ,Polyester,,Green Triangle,17.45,0,0,0,0
1-W-GTR-LS-XS-SL-POL,1-W-GTR-LS-XS-SL-POL,Extra Small,Polyester,,Green Triangle,18.75,0,0,0,0
1-W-GTR-LS-XS-SL-POL,1-W-GTR-LS-S-SL-POL,Small,Polyester,,Green Triangle,18.75,0,0,0,0
1-W-GTR-LS-XS-SL-POL,1-W-GTR-LS-M-SL-POL,Medium,Polyester,,Green Triangle,18.75,0,0,0,0
1-W-GTR-LS-XS-SL-POL,1-W-GTR-LS-L-SL-POL,Large,Polyester,,Green Triangle,18.75,0,0,0,0
1-W-GTR-LS-XS-SL-POL,1-W-GTR-LS-XL-SL-POL,Extra Large,Polyester,,Green Triangle,18.75,0,0,0,0
1-W-GTR-LS-XS-SL-POL,1-W-GTR-LS-2XL-SL-POL,2X Large,Polyester,,Green Triangle,18.75,0,0,0,0
1-W-GTR-LS-XS-SL-POL,1-W-GTR-LS-3XL-SL-POL,3X Large ,Polyester,,Green Triangle,18.75,0,0,0,0
1-W-GTR-LS-XS-RL-POL,1-W-GTR-LS-XS-RL-POL,Extra Small,Polyester,,Green Triangle,18.75,0,0,0,0
1-W-GTR-LS-XS-RL-POL,1-W-GTR-LS-S-RL-POL,Small,Polyester,,Green Triangle,18.75,0,0,0,0
1-W-GTR-LS-XS-RL-POL,1-W-GTR-LS-M-RL-POL,Medium,Polyester,,Green Triangle,18.75,0,0,0,0
1-W-GTR-LS-XS-RL-POL,1-W-GTR-LS-L-RL-POL,Large,Polyester,,Green Triangle,18.75,0,0,0,0
1-W-GTR-LS-XS-RL-POL,1-W-GTR-LS-XL-RL-POL,Extra Large,Polyester,,Green Triangle,18.75,0,0,0,0
1-W-GTR-LS-XS-RL-POL,1-W-GTR-LS-2XL-RL-POL,2X Large,Polyester,,Green Triangle,18.75,0,0,0,0
1-W-GTR-LS-XS-RL-POL,1-W-GTR-LS-3XL-RL-POL,3X Large ,Polyester,,Green Triangle,18.75,0,0,0,0
1-W-GTR-SS-XS-SL-POL,1-W-GTR-SS-XS-SL-POL,Extra Small,Polyester,,Green Triangle,17.45,0,0,0,0
1-W-GTR-SS-XS-SL-POL,1-W-GTR-SS-S-SL-POL,Small,Polyester,,Green Triangle,17.45,0,0,0,0
1-W-GTR-SS-XS-SL-POL,1-W-GTR-SS-M-SL-POL,Medium,Polyester,,Green Triangle,17.45,0,0,0,0
1-W-GTR-SS-XS-SL-POL,1-W-GTR-SS-L-SL-POL,Large,Polyester,,Green Triangle,17.45,0,0,0,0
1-W-GTR-SS-XS-SL-POL,1-W-GTR-SS-XL-SL-POL,Extra Large,Polyester,,Green Triangle,17.45,0,0,0,0
1-W-GTR-SS-XS-SL-POL,1-W-GTR-SS-2XL-SL-POL,2X Large,Polyester,,Green Triangle,17.45,0,0,0,0
1-W-GTR-SS-XS-SL-POL,1-W-GTR-SS-3XL-SL-POL,3X Large ,Polyester,,Green Triangle,17.45,0,0,0,0
1-W-GTR-SS-XS-RL-POL,1-W-GTR-SS-XS-RL-POL,Extra Small,Polyester,,Green Triangle,17.45,0,0,0,0
1-W-GTR-SS-XS-RL-POL,1-W-GTR-SS-S-RL-POL,Small,Polyester,,Green Triangle,17.45,0,0,0,0
1-W-GTR-SS-XS-RL-POL,1-W-GTR-SS-M-RL-POL,Medium,Polyester,,Green Triangle,17.45,0,0,0,0
1-W-GTR-SS-XS-RL-POL,1-W-GTR-SS-L-RL-POL,Large,Polyester,,Green Triangle,17.45,0,0,0,0
1-W-GTR-SS-XS-RL-POL,1-W-GTR-SS-XL-RL-POL,Extra Large,Polyester,,Green Triangle,17.45,0,0,0,0
1-W-GTR-SS-XS-RL-POL,1-W-GTR-SS-2XL-RL-POL,2X Large,Polyester,,Green Triangle,17.45,0,0,0,0
1-W-GTR-SS-XS-RL-POL,1-W-GTR-SS-3XL-RL-POL,3X Large ,Polyester,,Green Triangle,17.45,0,0,0,0
2-M-GTR-LS-XS-SL-POL,2-M-GTR-LS-S-SL-POL,Small,Polyester,,Green Triangle,18.75,0,0,0,0
2-M-GTR-LS-XS-SL-POL,2-M-GTR-LS-M-SL-POL,Medium,Polyester,,Green Triangle,18.75,0,0,0,0
2-M-GTR-LS-XS-SL-POL,2-M-GTR-LS-L-SL-POL,Large,Polyester,,Green Triangle,18.75,0,0,0,0
2-M-GTR-LS-XS-SL-POL,2-M-GTR-LS-XL-SL-POL,Extra Large,Polyester,,Green Triangle,18.75,0,0,0,0
2-M-GTR-LS-XS-SL-POL,2-M-GTR-LS-2XL-SL-POL,2X Large,Polyester,,Green Triangle,18.75,0,0,0,0
2-M-GTR-LS-XS-SL-POL,2-M-GTR-LS-3XL-SL-POL,3X Large ,Polyester,,Green Triangle,18.75,0,0,0,0
2-M-GTR-LS-XS-RL-POL,2-M-GTR-LS-S-RL-POL,Small,Polyester,,Green Triangle,18.75,0,0,0,0
2-M-GTR-LS-XS-RL-POL,2-M-GTR-LS-M-RL-POL,Medium,Polyester,,Green Triangle,18.75,0,0,0,0
2-M-GTR-LS-XS-RL-POL,2-M-GTR-LS-L-RL-POL,Large,Polyester,,Green Triangle,18.75,0,0,0,0
2-M-GTR-LS-XS-RL-POL,2-M-GTR-LS-XL-RL-POL,Extra Large,Polyester,,Green Triangle,18.75,0,0,0,0
2-M-GTR-LS-XS-RL-POL,2-M-GTR-LS-2XL-RL-POL,2X Large,Polyester,,Green Triangle,18.75,0,0,0,0
2-M-GTR-LS-XS-RL-POL,2-M-GTR-LS-3XL-RL-POL,3X Large ,Polyester,,Green Triangle,18.75,0,0,0,0
2-M-GTR-SS-XS-SL-POL,2-M-GTR-SS-S-SL-POL,Small,Polyester,,Green Triangle,17.45,0,0,0,0
2-M-GTR-SS-XS-SL-POL,2-M-GTR-SS-M-SL-POL,Medium,Polyester,,Green Triangle,17.45,0,0,0,0
2-M-GTR-SS-XS-SL-POL,2-M-GTR-SS-L-SL-POL,Large,Polyester,,Green Triangle,17.45,0,0,0,0
2-M-GTR-SS-XS-SL-POL,2-M-GTR-SS-XL-SL-POL,Extra Large,Polyester,,Green Triangle,17.45,0,0,0,0
2-M-GTR-SS-XS-SL-POL,2-M-GTR-SS-2XL-SL-POL,2X Large,Polyester,,Green Triangle,17.45,0,0,0,0
2-M-GTR-SS-XS-SL-POL,2-M-GTR-SS-3XL-SL-POL,3X Large ,Polyester,,Green Triangle,17.45,0,0,0,0
2-M-GTR-SS-XS-RL-POL,2-M-GTR-SS-S-RL-POL,Small,Polyester,,Green Triangle,17.45,0,0,0,0
2-M-GTR-SS-XS-RL-POL,2-M-GTR-SS-M-RL-POL,Medium,Polyester,,Green Triangle,17.45,0,0,0,0
2-M-GTR-SS-XS-RL-POL,2-M-GTR-SS-L-RL-POL,Large,Polyester,,Green Triangle,17.45,0,0,0,0
2-M-GTR-SS-XS-RL-POL,2-M-GTR-SS-XL-RL-POL,Extra Large,Polyester,,Green Triangle,17.45,0,0,0,0
2-M-GTR-SS-XS-RL-POL,2-M-GTR-SS-2XL-RL-POL,2X Large,Polyester,,Green Triangle,17.45,0,0,0,0
2-M-GTR-SS-XS-RL-POL,2-M-GTR-SS-3XL-RL-POL,3X Large ,Polyester,,Green Triangle,17.45,0,0,0,0
2-W-GTR-LS-XS-SL-POL,2-W-GTR-LS-XS-SL-POL,Extra Small,Polyester,,Green Triangle,18.75,0,0,0,0
2-W-GTR-LS-XS-SL-POL,2-W-GTR-LS-S-SL-POL,Small,Polyester,,Green Triangle,18.75,0,0,0,0
2-W-GTR-LS-XS-SL-POL,2-W-GTR-LS-M-SL-POL,Medium,Polyester,,Green Triangle,18.75,0,0,0,0
2-W-GTR-LS-XS-SL-POL,2-W-GTR-LS-L-SL-POL,Large,Polyester,,Green Triangle,18.75,0,0,0,0
2-W-GTR-LS-XS-SL-POL,2-W-GTR-LS-XL-SL-POL,Extra Large,Polyester,,Green Triangle,18.75,0,0,0,0
2-W-GTR-LS-XS-SL-POL,2-W-GTR-LS-2XL-SL-POL,2X Large,Polyester,,Green Triangle,18.75,0,0,0,0
2-W-GTR-LS-XS-SL-POL,2-W-GTR-LS-3XL-SL-POL,3X Large ,Polyester,,Green Triangle,18.75,0,0,0,0
2-W-GTR-LS-XS-RL-POL,2-W-GTR-LS-XS-RL-POL,Extra Small,Polyester,,Green Triangle,18.75,0,0,0,0
2-W-GTR-LS-XS-RL-POL,2-W-GTR-LS-S-RL-POL,Small,Polyester,,Green Triangle,18.75,0,0,0,0
2-W-GTR-LS-XS-RL-POL,2-W-GTR-LS-M-RL-POL,Medium,Polyester,,Green Triangle,18.75,0,0,0,0
2-W-GTR-LS-XS-RL-POL,2-W-GTR-LS-L-RL-POL,Large,Polyester,,Green Triangle,18.75,0,0,0,0
2-W-GTR-LS-XS-RL-POL,2-W-GTR-LS-XL-RL-POL,Extra Large,Polyester,,Green Triangle,18.75,0,0,0,0
2-W-GTR-LS-XS-RL-POL,2-W-GTR-LS-2XL-RL-POL,2X Large,Polyester,,Green Triangle,18.75,0,0,0,0
2-W-GTR-LS-XS-RL-POL,2-W-GTR-LS-3XL-RL-POL,3X Large ,Polyester,,Green Triangle,18.75,0,0,0,0
2-W-GTR-SS-XS-SL-POL,2-W-GTR-SS-XS-SL-POL,Extra Small,Polyester,,Green Triangle,17.45,0,0,0,0
2-W-GTR-SS-XS-SL-POL,2-W-GTR-SS-S-SL-POL,Small,Polyester,,Green Triangle,17.45,0,0,0,0
2-W-GTR-SS-XS-SL-POL,2-W-GTR-SS-M-SL-POL,Medium,Polyester,,Green Triangle,17.45,0,0,0,0
2-W-GTR-SS-XS-SL-POL,2-W-GTR-SS-L-SL-POL,Large,Polyester,,Green Triangle,17.45,0,0,0,0
2-W-GTR-SS-XS-SL-POL,2-W-GTR-SS-XL-SL-POL,Extra Large,Polyester,,Green Triangle,17.45,0,0,0,0
2-W-GTR-SS-XS-SL-POL,2-W-GTR-SS-2XL-SL-POL,2X Large,Polyester,,Green Triangle,17.45,0,0,0,0
2-W-GTR-SS-XS-SL-POL,2-W-GTR-SS-3XL-SL-POL,3X Large ,Polyester,,Green Triangle,17.45,0,0,0,0
2-W-GTR-SS-XS-RL-POL,2-W-GTR-SS-XS-RL-POL,Extra Small,Polyester,,Green Triangle,17.45,0,0,0,0
2-W-GTR-SS-XS-RL-POL,2-W-GTR-SS-S-RL-POL,Small,Polyester,,Green Triangle,17.45,0,0,0,0
2-W-GTR-SS-XS-RL-POL,2-W-GTR-SS-M-RL-POL,Medium,Polyester,,Green Triangle,17.45,0,0,0,0
2-W-GTR-SS-XS-RL-POL,2-W-GTR-SS-L-RL-POL,Large,Polyester,,Green Triangle,17.45,0,0,0,0
2-W-GTR-SS-XS-RL-POL,2-W-GTR-SS-XL-RL-POL,Extra Large,Polyester,,Green Triangle,17.45,0,0,0,0
2-W-GTR-SS-XS-RL-POL,2-W-GTR-SS-2XL-RL-POL,2X Large,Polyester,,Green Triangle,17.45,0,0,0,0
2-W-GTR-SS-XS-RL-POL,2-W-GTR-SS-3XL-RL-POL,3X Large ,Polyester,,Green Triangle,17.45,0,0,0,0
1-M-RTR-LS-XS-SL-POL,1-M-RTR-LS-S-SL-POL,Small,Polyester,,Red Triangle,18.75,0,0,0,0
1-M-RTR-LS-XS-SL-POL,1-M-RTR-LS-M-SL-POL,Medium,Polyester,,Red Triangle,18.75,0,0,0,0
1-M-RTR-LS-XS-SL-POL,1-M-RTR-LS-L-SL-POL,Large,Polyester,,Red Triangle,18.75,0,0,0,0
1-M-RTR-LS-XS-SL-POL,1-M-RTR-LS-XL-SL-POL,Extra Large,Polyester,,Red Triangle,18.75,0,0,0,0
1-M-RTR-LS-XS-SL-POL,1-M-RTR-LS-2XL-SL-POL,2X Large,Polyester,,Red Triangle,18.75,0,0,0,0
1-M-RTR-LS-XS-SL-POL,1-M-RTR-LS-3XL-SL-POL,3X Large ,Polyester,,Red Triangle,18.75,0,0,0,0
1-M-RTR-LS-XS-RL-POL,1-M-RTR-LS-S-RL-POL,Small,Polyester,,Red Triangle,18.75,0,0,0,0
1-M-RTR-LS-XS-RL-POL,1-M-RTR-LS-M-RL-POL,Medium,Polyester,,Red Triangle,18.75,0,0,0,0
1-M-RTR-LS-XS-RL-POL,1-M-RTR-LS-L-RL-POL,Large,Polyester,,Red Triangle,18.75,0,0,0,0
1-M-RTR-LS-XS-RL-POL,1-M-RTR-LS-XL-RL-POL,Extra Large,Polyester,,Red Triangle,18.75,0,0,0,0
1-M-RTR-LS-XS-RL-POL,1-M-RTR-LS-2XL-RL-POL,2X Large,Polyester,,Red Triangle,18.75,0,0,0,0
1-M-RTR-LS-XS-RL-POL,1-M-RTR-LS-3XL-RL-POL,3X Large ,Polyester,,Red Triangle,18.75,0,0,0,0
1-M-RTR-SS-XS-SL-POL,1-M-RTR-SS-S-SL-POL,Small,Polyester,,Red Triangle,17.45,0,0,0,0
1-M-RTR-SS-XS-SL-POL,1-M-RTR-SS-M-SL-POL,Medium,Polyester,,Red Triangle,17.45,0,0,0,0
1-M-RTR-SS-XS-SL-POL,1-M-RTR-SS-L-SL-POL,Large,Polyester,,Red Triangle,17.45,0,0,0,0
1-M-RTR-SS-XS-SL-POL,1-M-RTR-SS-XL-SL-POL,Extra Large,Polyester,,Red Triangle,17.45,0,0,0,0
1-M-RTR-SS-XS-SL-POL,1-M-RTR-SS-2XL-SL-POL,2X Large,Polyester,,Red Triangle,17.45,0,0,0,0
1-M-RTR-SS-XS-SL-POL,1-M-RTR-SS-3XL-SL-POL,3X Large ,Polyester,,Red Triangle,17.45,0,0,0,0
1-M-RTR-SS-XS-RL-POL,1-M-RTR-SS-S-RL-POL,Small,Polyester,,Red Triangle,17.45,0,0,0,0
1-M-RTR-SS-XS-RL-POL,1-M-RTR-SS-M-RL-POL,Medium,Polyester,,Red Triangle,17.45,0,0,0,0
1-M-RTR-SS-XS-RL-POL,1-M-RTR-SS-L-RL-POL,Large,Polyester,,Red Triangle,17.45,0,0,0,0
1-M-RTR-SS-XS-RL-POL,1-M-RTR-SS-XL-RL-POL,Extra Large,Polyester,,Red Triangle,17.45,0,0,0,0
1-M-RTR-SS-XS-RL-POL,1-M-RTR-SS-2XL-RL-POL,2X Large,Polyester,,Red Triangle,17.45,0,0,0,0
1-M-RTR-SS-XS-RL-POL,1-M-RTR-SS-3XL-RL-POL,3X Large ,Polyester,,Red Triangle,17.45,0,0,0,0
1-W-RTR-LS-XS-SL-POL,1-W-RTR-LS-XS-SL-POL,Extra Small,Polyester,,Red Triangle,18.75,0,0,0,0
1-W-RTR-LS-XS-SL-POL,1-W-RTR-LS-S-SL-POL,Small,Polyester,,Red Triangle,18.75,0,0,0,0
1-W-RTR-LS-XS-SL-POL,1-W-RTR-LS-M-SL-POL,Medium,Polyester,,Red Triangle,18.75,0,0,0,0
1-W-RTR-LS-XS-SL-POL,1-W-RTR-LS-L-SL-POL,Large,Polyester,,Red Triangle,18.75,0,0,0,0
1-W-RTR-LS-XS-SL-POL,1-W-RTR-LS-XL-SL-POL,Extra Large,Polyester,,Red Triangle,18.75,0,0,0,0
1-W-RTR-LS-XS-SL-POL,1-W-RTR-LS-2XL-SL-POL,2X Large,Polyester,,Red Triangle,18.75,0,0,0,0
1-W-RTR-LS-XS-SL-POL,1-W-RTR-LS-3XL-SL-POL,3X Large ,Polyester,,Red Triangle,18.75,0,0,0,0
1-W-RTR-LS-XS-RL-POL,1-W-RTR-LS-XS-RL-POL,Extra Small,Polyester,,Red Triangle,18.75,0,0,0,0
1-W-RTR-LS-XS-RL-POL,1-W-RTR-LS-S-RL-POL,Small,Polyester,,Red Triangle,18.75,0,0,0,0
1-W-RTR-LS-XS-RL-POL,1-W-RTR-LS-M-RL-POL,Medium,Polyester,,Red Triangle,18.75,0,0,0,0
1-W-RTR-LS-XS-RL-POL,1-W-RTR-LS-L-RL-POL,Large,Polyester,,Red Triangle,18.75,0,0,0,0
1-W-RTR-LS-XS-RL-POL,1-W-RTR-LS-XL-RL-POL,Extra Large,Polyester,,Red Triangle,18.75,0,0,0,0
1-W-RTR-LS-XS-RL-POL,1-W-RTR-LS-2XL-RL-POL,2X Large,Polyester,,Red Triangle,18.75,0,0,0,0
1-W-RTR-LS-XS-RL-POL,1-W-RTR-LS-3XL-RL-POL,3X Large ,Polyester,,Red Triangle,18.75,0,0,0,0
1-W-RTR-SS-XS-SL-POL,1-W-RTR-SS-XS-SL-POL,Extra Small,Polyester,,Red Triangle,17.45,0,0,0,0
1-W-RTR-SS-XS-SL-POL,1-W-RTR-SS-S-SL-POL,Small,Polyester,,Red Triangle,17.45,0,0,0,0
1-W-RTR-SS-XS-SL-POL,1-W-RTR-SS-M-SL-POL,Medium,Polyester,,Red Triangle,17.45,0,0,0,0
