Sample Code,SKU Code,Size,Fabric,Print,Colour,Fabric Cost,Accessories Cost,Operational Cost,Stitching Cost,Margin
1-M-WH-LS-XS-SL-POL,1-M-WH-LS-S-SL-POL,Small,Polyester,,White,18.75,0,0,0,0
1-M-WH-LS-XS-SL-POL,1-M-WH-LS-M-SL-POL,Medium,Polyester,,White,18.75,0,0,0,0
1-M-WH-LS-XS-SL-POL,1-M-WH-LS-L-SL-POL,Large,Polyester,,White,18.75,0,0,0,0
1-M-WH-LS-XS-SL-POL,1-M-WH-LS-XL-SL-POL,Extra Large,Polyester,,White,18.75,0,0,0,0
1-M-WH-LS-XS-SL-POL,1-M-WH-LS-2XL-SL-POL,2X Large,Polyester,,White,18.75,0,0,0,0
1-M-WH-LS-XS-SL-POL,1-M-WH-LS-3XL-SL-POL,3X Large ,Polyester,,White,18.75,0,0,0,0
1-M-WH-LS-XS-RL-POL,1-M-WH-LS-S-RL-POL,Small,Polyester,,White,18.75,0,0,0,0
1-M-WH-LS-XS-RL-POL,1-M-WH-LS-M-RL-POL,Medium,Polyester,,White,18.75,0,0,0,0
1-M-WH-LS-XS-RL-POL,1-M-WH-LS-L-RL-POL,Large,Polyester,,White,18.75,0,0,0,0
1-M-WH-LS-XS-RL-POL,1-M-WH-LS-XL-RL-POL,Extra Large,Polyester,,White,18.75,0,0,0,0
1-M-WH-LS-XS-RL-POL,1-M-WH-LS-2XL-RL-POL,2X Large,Polyester,,White,18.75,0,0,0,0
1-M-WH-LS-XS-RL-POL,1-M-WH-LS-3XL-RL-POL,3X Large ,Polyester,,White,18.75,0,0,0,0
1-M-WH-SS-XS-SL-POL,1-M-WH-SS-S-SL-POL,Small,Polyester,,White,17.45,0,0,0,0
1-M-WH-SS-XS-SL-POL,1-M-WH-SS-M-SL-POL,Medium,Polyester,,White,17.45,0,0,0,0
1-M-WH-SS-XS-SL-POL,1-M-WH-SS-L-SL-POL,Large,Polyester,,White,17.45,0,0,0,0
1-M-WH-SS-XS-SL-POL,1-M-WH-SS-XL-SL-POL,Extra Large,Polyester,,White,17.45,0,0,0,0
1-M-WH-SS-XS-SL-POL,1-M-WH-SS-2XL-SL-POL,2X Large,Polyester,,White,17.45,0,0,0,0
1-M-WH-SS-XS-SL-POL,1-M-WH-SS-3XL-SL-POL,3X Large ,Polyester,,White,17.45,0,0,0,0
1-M-WH-SS-XS-RL-POL,1-M-WH-SS-S-RL-POL,Small,Polyester,,White,17.45,0,0,0,0
1-M-WH-SS-XS-RL-POL,1-M-WH-SS-M-RL-POL,Medium,Polyester,,White,17.45,0,0,0,0
1-M-WH-SS-XS-RL-POL,1-M-WH-SS-L-RL-POL,Large,Polyester,,White,17.45,0,0,0,0
1-M-WH-SS-XS-RL-POL,1-M-WH-SS-XL-RL-POL,Extra Large,Polyester,,White,17.45,0,0,0,0
1-M-WH-SS-XS-RL-POL,1-M-WH-SS-2XL-RL-POL,2X Large,Polyester,,White,17.45,0,0,0,0
1-M-WH-SS-XS-RL-POL,1-M-WH-SS-3XL-RL-POL,3X Large ,Polyester,,White,17.45,0,0,0,0
1-W-WH-LS-XS-SL-POL,1-W-WH-LS-XS-SL-POL,Extra Small,Polyester,,White,18.75,0,0,0,0
1-W-WH-LS-XS-SL-POL,1-W-WH-LS-S-SL-POL,Small,Polyester,,White,18.75,0,0,0,0
1-W-WH-LS-XS-SL-POL,1-W-WH-LS-M-SL-POL,Medium,Polyester,,White,18.75,0,0,0,0
1-W-WH-LS-XS-SL-POL,1-W-WH-LS-L-SL-POL,Large,Polyester,,White,18.75,0,0,0,0
1-W-WH-LS-XS-SL-POL,1-W-WH-LS-XL-SL-POL,Extra Large,Polyester,,White,18.75,0,0,0,0
1-W-WH-LS-XS-SL-POL,1-W-WH-LS-2XL-SL-POL,2X Large,Polyester,,White,18.75,0,0,0,0
1-W-WH-LS-XS-SL-POL,1-W-WH-LS-3XL-SL-POL,3X Large ,Polyester,,White,18.75,0,0,0,0
1-W-WH-LS-XS-RL-POL,1-W-WH-LS-XS-RL-POL,Extra Small,Polyester,,White,18.75,0,0,0,0
1-W-WH-LS-XS-RL-POL,1-W-WH-LS-S-RL-POL,Small,Polyester,,White,18.75,0,0,0,0
1-W-WH-LS-XS-RL-POL,1-W-WH-LS-M-RL-POL,Medium,Polyester,,White,18.75,0,0,0,0
1-W-WH-LS-XS-RL-POL,1-W-WH-LS-L-RL-POL,Large,Polyester,,White,18.75,0,0,0,0
1-W-WH-LS-XS-RL-POL,1-W-WH-LS-XL-RL-POL,Extra Large,Polyester,,White,18.75,0,0,0,0
1-W-WH-LS-XS-RL-POL,1-W-WH-LS-2XL-RL-POL,2X Large,Polyester,,White,18.75,0,0,0,0
1-W-WH-LS-XS-RL-POL,1-W-WH-LS-3XL-RL-POL,3X Large ,Polyester,,White,18.75,0,0,0,0
1-W-WH-SS-XS-SL-POL,1-W-WH-SS-XS-SL-POL,Extra Small,Polyester,,White,17.45,0,0,0,0
1-W-WH-SS-XS-SL-POL,1-W-WH-SS-S-SL-POL,Small,Polyester,,White,17.45,0,0,0,0
1-W-WH-SS-XS-SL-POL,1-W-WH-SS-M-SL-POL,Medium,Polyester,,White,17.45,0,0,0,0
1-W-WH-SS-XS-SL-POL,1-W-WH-SS-L-SL-POL,Large,Polyester,,White,17.45,0,0,0,0
1-W-WH-SS-XS-SL-POL,1-W-WH-SS-XL-SL-POL,Extra Large,Polyester,,White,17.45,0,0,0,0
1-W-WH-SS-XS-SL-POL,1-W-WH-SS-2XL-SL-POL,2X Large,Polyester,,White,17.45,0,0,0,0
1-W-WH-SS-XS-SL-POL,1-W-WH-SS-3XL-SL-POL,3X Large ,Polyester,,White,17.45,0,0,0,0
1-W-WH-SS-XS-RL-POL,1-W-WH-SS-XS-RL-POL,Extra Small,Polyester,,White,17.45,0,0,0,0
1-W-WH-SS-XS-RL-POL,1-W-WH-SS-S-RL-POL,Small,Polyester,,White,17.45,0,0,0,0
1-W-WH-SS-XS-RL-POL,1-W-WH-SS-M-RL-POL,Medium,Polyester,,White,17.45,0,0,0,0
1-W-WH-SS-XS-RL-POL,1-W-WH-SS-L-RL-POL,Large,Polyester,,White,17.45,0,0,0,0
1-W-WH-SS-XS-RL-POL,1-W-WH-SS-XL-RL-POL,Extra Large,Polyester,,White,17.45,0,0,0,0
1-W-WH-SS-XS-RL-POL,1-W-WH-SS-2XL-RL-POL,2X Large,Polyester,,White,17.45,0,0,0,0
1-W-WH-SS-XS-RL-POL,1-W-WH-SS-3XL-RL-POL,3X Large ,Polyester,,White,17.45,0,0,0,0
2-M-WH-LS-XS-SL-POL,2-M-WH-LS-S-SL-POL,Small,Polyester,,White,18.75,0,0,0,0
2-M-WH-LS-XS-SL-POL,2-M-WH-LS-M-SL-POL,Medium,Polyester,,White,18.75,0,0,0,0
2-M-WH-LS-XS-SL-POL,2-M-WH-LS-L-SL-POL,Large,Polyester,,White,18.75,0,0,0,0
2-M-WH-LS-XS-SL-POL,2-M-WH-LS-XL-SL-POL,Extra Large,Polyester,,White,18.75,0,0,0,0
2-M-WH-LS-XS-SL-POL,2-M-WH-LS-2XL-SL-POL,2X Large,Polyester,,White,18.75,0,0,0,0
2-M-WH-LS-XS-SL-POL,2-M-WH-LS-3XL-SL-POL,3X Large ,Polyester,,White,18.75,0,0,0,0
2-M-WH-LS-XS-RL-POL,2-M-WH-LS-S-RL-POL,Small,Polyester,,White,18.75,0,0,0,0
2-M-WH-LS-XS-RL-POL,2-M-WH-LS-M-RL-POL,Medium,Polyester,,White,18.75,0,0,0,0
2-M-WH-LS-XS-RL-POL,2-M-WH-LS-L-RL-POL,Large,Polyester,,White,18.75,0,0,0,0
2-M-WH-LS-XS-RL-POL,2-M-WH-LS-XL-RL-POL,Extra Large,Polyester,,White,18.75,0,0,0,0
2-M-WH-LS-XS-RL-POL,2-M-WH-LS-2XL-RL-POL,2X Large,Polyester,,White,18.75,0,0,0,0
2-M-WH-LS-XS-RL-POL,2-M-WH-LS-3XL-RL-POL,3X Large ,Polyester,,White,18.75,0,0,0,0
2-M-WH-SS-XS-SL-POL,2-M-WH-SS-S-SL-POL,Small,Polyester,,White,17.45,0,0,0,0
2-M-WH-SS-XS-SL-POL,2-M-WH-SS-M-SL-POL,Medium,Polyester,,White,17.45,0,0,0,0
2-M-WH-SS-XS-SL-POL,2-M-WH-SS-L-SL-POL,Large,Polyester,,White,17.45,0,0,0,0
2-M-WH-SS-XS-SL-POL,2-M-WH-SS-XL-SL-POL,Extra Large,Polyester,,White,17.45,0,0,0,0
2-M-WH-SS-XS-SL-POL,2-M-WH-SS-2XL-SL-POL,2X Large,Polyester,,White,17.45,0,0,0,0
2-M-WH-SS-XS-SL-POL,2-M-WH-SS-3XL-SL-POL,3X Large ,Polyester,,White,17.45,0,0,0,0
2-M-WH-SS-XS-RL-POL,2-M-WH-SS-S-RL-POL,Small,Polyester,,White,17.45,0,0,0,0
2-M-WH-SS-XS-RL-POL,2-M-WH-SS-M-RL-POL,Medium,Polyester,,White,17.45,0,0,0,0
2-M-WH-SS-XS-RL-POL,2-M-WH-SS-L-RL-POL,Large,Polyester,,White,17.45,0,0,0,0
2-M-WH-SS-XS-RL-POL,2-M-WH-SS-XL-RL-POL,Extra Large,Polyester,,White,17.45,0,0,0,0
2-M-WH-SS-XS-RL-POL,2-M-WH-SS-2XL-RL-POL,2X Large,Polyester,,White,17.45,0,0,0,0
2-M-WH-SS-XS-RL-POL,2-M-WH-SS-3XL-RL-POL,3X Large ,Polyester,,White,17.45,0,0,0,0
2-W-WH-LS-XS-SL-POL,2-W-WH-LS-XS-SL-POL,Extra Small,Polyester,,White,18.75,0,0,0,0
2-W-WH-LS-XS-SL-POL,2-W-WH-LS-S-SL-POL,Small,Polyester,,White,18.75,0,0,0,0
2-W-WH-LS-XS-SL-POL,2-W-WH-LS-M-SL-POL,Medium,Polyester,,White,18.75,0,0,0,0
2-W-WH-LS-XS-SL-POL,2-W-WH-LS-L-SL-POL,Large,Polyester,,White,18.75,0,0,0,0
2-W-WH-LS-XS-SL-POL,2-W-WH-LS-XL-SL-POL,Extra Large,Polyester,,White,18.75,0,0,0,0
2-W-WH-LS-XS-SL-POL,2-W-WH-LS-2XL-SL-POL,2X Large,Polyester,,White,18.75,0,0,0,0
2-W-WH-LS-XS-SL-POL,2-W-WH-LS-3XL-SL-POL,3X Large ,Polyester,,White,18.75,0,0,0,0
2-W-WH-LS-XS-RL-POL,2-W-WH-LS-XS-RL-POL,Extra Small,Polyester,,White,18.75,0,0,0,0
2-W-WH-LS-XS-RL-POL,2-W-WH-LS-S-RL-POL,Small,Polyester,,White,18.75,0,0,0,0
2-W-WH-LS-XS-RL-POL,2-W-WH-LS-M-RL-POL,Medium,Polyester,,White,18.75,0,0,0,0
2-W-WH-LS-XS-RL-POL,2-W-WH-LS-L-RL-POL,Large,Polyester,,White,18.75,0,0,0,0
2-W-WH-LS-XS-RL-POL,2-W-WH-LS-XL-RL-POL,Extra Large,Polyester,,White,18.75,0,0,0,0
2-W-WH-LS-XS-RL-POL,2-W-WH-LS-2XL-RL-POL,2X Large,Polyester,,White,18.75,0,0,0,0
2-W-WH-LS-XS-RL-POL,2-W-WH-LS-3XL-RL-POL,3X Large ,Polyester,,White,18.75,0,0,0,0
2-W-WH-SS-XS-SL-POL,2-W-WH-SS-XS-SL-POL,Extra Small,Polyester,,White,17.45,0,0,0,0
2-W-WH-SS-XS-SL-POL,2-W-WH-SS-S-SL-POL,Small,Polyester,,White,17.45,0,0,0,0
2-W-WH-SS-XS-SL-POL,2-W-WH-SS-M-SL-POL,Medium,Polyester,,White,17.45,0,0,0,0
2-W-WH-SS-XS-SL-POL,2-W-WH-SS-L-SL-POL,Large,Polyester,,White,17.45,0,0,0,0
2-W-WH-SS-XS-SL-POL,2-W-WH-SS-XL-SL-POL,Extra Large,Polyester,,White,17.45,0,0,0,0
2-W-WH-SS-XS-SL-POL,2-W-WH-SS-2XL-SL-POL,2X Large,Polyester,,White,17.45,0,0,0,0
2-W-WH-SS-XS-SL-POL,2-W-WH-SS-3XL-SL-POL,3X Large ,Polyester,,White,17.45,0,0,0,0
2-W-WH-SS-XS-RL-POL,2-W-WH-SS-XS-RL-POL,Extra Small,Polyester,,White,17.45,0,0,0,0
2-W-WH-SS-XS-RL-POL,2-W-WH-SS-S-RL-POL,Small,Polyester,,White,17.45,0,0,0,0
2-W-WH-SS-XS-RL-POL,2-W-WH-SS-M-RL-POL,Medium,Polyester,,White,17.45,0,0,0,0
2-W-WH-SS-XS-RL-POL,2-W-WH-SS-L-RL-POL,Large,Polyester,,White,17.45,0,0,0,0
2-W-WH-SS-XS-RL-POL,2-W-WH-SS-XL-RL-POL,Extra Large,Polyester,,White,17.45,0,0,0,0
2-W-WH-SS-XS-RL-POL,2-W-WH-SS-2XL-RL-POL,2X Large,Polyester,,White,17.45,0,0,0,0
2-W-WH-SS-XS-RL-POL,2-W-WH-SS-3XL-RL-POL,3X Large ,Polyester,,White,17.45,0,0,0,0
1-M-BK-LS-XS-SL-POL,1-M-BK-LS-S-SL-POL,Small,Polyester,,Black,18.75,0,0,0,0
1-M-BK-LS-XS-SL-POL,1-M-BK-LS-M-SL-POL,Medium,Polyester,,Black,18.75,0,0,0,0
1-M-BK-LS-XS-SL-POL,1-M-BK-LS-L-SL-POL,Large,Polyester,,Black,18.75,0,0,0,0
1-M-BK-LS-XS-SL-POL,1-M-BK-LS-XL-SL-POL,Extra Large,Polyester,,Black,18.75,0,0,0,0
1-M-BK-LS-XS-SL-POL,1-M-BK-LS-2XL-SL-POL,2X Large,Polyester,,Black,18.75,0,0,0,0
1-M-BK-LS-XS-SL-POL,1-M-BK-LS-3XL-SL-POL,3X Large ,Polyester,,Black,18.75,0,0,0,0
1-M-BK-LS-XS-RL-POL,1-M-BK-LS-S-RL-POL,Small,Polyester,,Black,18.75,0,0,0,0
1-M-BK-LS-XS-RL-POL,1-M-BK-LS-M-RL-POL,Medium,Polyester,,Black,18.75,0,0,0,0
1-M-BK-LS-XS-RL-POL,1-M-BK-LS-L-RL-POL,Large,Polyester,,Black,18.75,0,0,0,0
1-M-BK-LS-XS-RL-POL,1-M-BK-LS-XL-RL-POL,Extra Large,Polyester,,Black,18.75,0,0,0,0
1-M-BK-LS-XS-RL-POL,1-M-BK-LS-2XL-RL-POL,2X Large,Polyester,,Black,18.75,0,0,0,0
1-M-BK-LS-XS-RL-POL,1-M-BK-LS-3XL-RL-POL,3X Large ,Polyester,,Black,18.75,0,0,0,0
1-M-BK-SS-XS-SL-POL,1-M-BK-SS-S-SL-POL,Small,Polyester,,Black,17.45,0,0,0,0
1-M-BK-SS-XS-SL-POL,1-M-BK-SS-M-SL-POL,Medium,Polyester,,Black,17.45,0,0,0,0
1-M-BK-SS-XS-SL-POL,1-M-BK-SS-L-SL-POL,Large,Polyester,,Black,17.45,0,0,0,0
1-M-BK-SS-XS-SL-POL,1-M-BK-SS-XL-SL-POL,Extra Large,Polyester,,Black,17.45,0,0,0,0
1-M-BK-SS-XS-SL-POL,1-M-BK-SS-2XL-SL-POL,2X Large,Polyester,,Black,17.45,0,0,0,0
1-M-BK-SS-XS-SL-POL,1-M-BK-SS-3XL-SL-POL,3X Large ,Polyester,,Black,17.45,0,0,0,0
1-M-BK-SS-XS-RL-POL,1-M-BK-SS-S-RL-POL,Small,Polyester,,Black,17.45,0,0,0,0
1-M-BK-SS-XS-RL-POL,1-M-BK-SS-M-RL-POL,Medium,Polyester,,Black,17.45,0,0,0,0
1-M-BK-SS-XS-RL-POL,1-M-BK-SS-L-RL-POL,Large,Polyester,,Black,17.45,0,0,0,0
1-M-BK-SS-XS-RL-POL,1-M-BK-SS-XL-RL-POL,Extra Large,Polyester,,Black,17.45,0,0,0,0
1-M-BK-SS-XS-RL-POL,1-M-BK-SS-2XL-RL-POL,2X Large,Polyester,,Black,17.45,0,0,0,0
1-M-BK-SS-XS-RL-POL,1-M-BK-SS-3XL-RL-POL,3X Large ,Polyester,,Black,17.45,0,0,0,0
1-W-BK-LS-XS-SL-POL,1-W-BK-LS-XS-SL-POL,Extra Small,Polyester,,Black,18.75,0,0,0,0
1-W-BK-LS-XS-SL-POL,1-W-BK-LS-S-SL-POL,Small,Polyester,,Black,18.75,0,0,0,0
1-W-BK-LS-XS-SL-POL,1-W-BK-LS-M-SL-POL,Medium,Polyester,,Black,18.75,0,0,0,0
1-W-BK-LS-XS-SL-POL,1-W-BK-LS-L-SL-POL,Large,Polyester,,Black,18.75,0,0,0,0
1-W-BK-LS-XS-SL-POL,1-W-BK-LS-XL-SL-POL,Extra Large,Polyester,,Black,18.75,0,0,0,0
1-W-BK-LS-XS-SL-POL,1-W-BK-LS-2XL-SL-POL,2X Large,Polyester,,Black,18.75,0,0,0,0
1-W-BK-LS-XS-SL-POL,1-W-BK-LS-3XL-SL-POL,3X Large ,Polyester,,Black,18.75,0,0,0,0
1-W-BK-LS-XS-RL-POL,1-W-BK-LS-XS-RL-POL,Extra Small,Polyester,,Black,18.75,0,0,0,0
1-W-BK-LS-XS-RL-POL,1-W-BK-LS-S-RL-POL,Small,Polyester,,Black,18.75,0,0,0,0
1-W-BK-LS-XS-RL-POL,1-W-BK-LS-M-RL-POL,Medium,Polyester,,Black,18.75,0,0,0,0
1-W-BK-LS-XS-RL-POL,1-W-BK-LS-L-RL-POL,Large,Polyester,,Black,18.75,0,0,0,0
1-W-BK-LS-XS-RL-POL,1-W-BK-LS-XL-RL-POL,Extra Large,Polyester,,Black,18.75,0,0,0,0
1-W-BK-LS-XS-RL-POL,1-W-BK-LS-2XL-RL-POL,2X Large,Polyester,,Black,18.75,0,0,0,0
1-W-BK-LS-XS-RL-POL,1-W-BK-LS-3XL-RL-POL,3X Large ,Polyester,,Black,18.75,0,0,0,0
1-W-BK-SS-XS-SL-POL,1-W-BK-SS-XS-SL-POL,Extra Small,Polyester,,Black,17.45,0,0,0,0
1-W-BK-SS-XS-SL-POL,1-W-BK-SS-S-SL-POL,Small,Polyester,,Black,17.45,0,0,0,0
1-W-BK-SS-XS-SL-POL,1-W-BK-SS-M-SL-POL,Medium,Polyester,,Black,17.45,0,0,0,0
1-W-BK-SS-XS-SL-POL,1-W-BK-SS-L-SL-POL,Large,Polyester,,Black,17.45,0,0,0,0
1-W-BK-SS-XS-SL-POL,1-W-BK-SS-XL-SL-POL,Extra Large,Polyester,,Black,17.45,0,0,0,0
1-W-BK-SS-XS-SL-POL,1-W-BK-SS-2XL-SL-POL,2X Large,Polyester,,Black,17.45,0,0,0,0
1-W-BK-SS-XS-SL-POL,1-W-BK-SS-3XL-SL-POL,3X Large ,Polyester,,Black,17.45,0,0,0,0
1-W-BK-SS-XS-RL-POL,1-W-BK-SS-XS-RL-POL,Extra Small,Polyester,,Black,17.45,0,0,0,0
1-W-BK-SS-XS-RL-POL,1-W-BK-SS-S-RL-POL,Small,Polyester,,Black,17.45,0,0,0,0
1-W-BK-SS-XS-RL-POL,1-W-BK-SS-M-RL-POL,Medium,Polyester,,Black,17.45,0,0,0,0
1-W-BK-SS-XS-RL-POL,1-W-BK-SS-L-RL-POL,Large,Polyester,,Black,17.45,0,0,0,0
1-W-BK-SS-XS-RL-POL,1-W-BK-SS-XL-RL-POL,Extra Large,Polyester,,Black,17.45,0,0,0,0
1-W-BK-SS-XS-RL-POL,1-W-BK-SS-2XL-RL-POL,2X Large,Polyester,,Black,17.45,0,0,0,0
1-W-BK-SS-XS-RL-POL,1-W-BK-SS-3XL-RL-POL,3X Large ,Polyester,,Black,17.45,0,0,0,0
2-M-BK-LS-XS-SL-POL,2-M-BK-LS-S-SL-POL,Small,Polyester,,Black,18.75,0,0,0,0
2-M-BK-LS-XS-SL-POL,2-M-BK-LS-M-SL-POL,Medium,Polyester,,Black,18.75,0,0,0,0
2-M-BK-LS-XS-SL-POL,2-M-BK-LS-L-SL-POL,Large,Polyester,,Black,18.75,0,0,0,0
2-M-BK-LS-XS-SL-POL,2-M-BK-LS-XL-SL-POL,Extra Large,Polyester,,Black,18.75,0,0,0,0
2-M-BK-LS-XS-SL-POL,2-M-BK-LS-2XL-SL-POL,2X Large,Polyester,,Black,18.75,0,0,0,0
2-M-BK-LS-XS-SL-POL,2-M-BK-LS-3XL-SL-POL,3X Large ,Polyester,,Black,18.75,0,0,0,0
2-M-BK-LS-XS-RL-POL,2-M-BK-LS-S-RL-POL,Small,Polyester,,Black,18.75,0,0,0,0
2-M-BK-LS-XS-RL-POL,2-M-BK-LS-M-RL-POL,Medium,Polyester,,Black,18.75,0,0,0,0
2-M-BK-LS-XS-RL-POL,2-M-BK-LS-L-RL-POL,Large,Polyester,,Black,18.75,0,0,0,0
2-M-BK-LS-XS-RL-POL,2-M-BK-LS-XL-RL-POL,Extra Large,Polyester,,Black,18.75,0,0,0,0
2-M-BK-LS-XS-RL-POL,2-M-BK-LS-2XL-RL-POL,2X Large,Polyester,,Black,18.75,0,0,0,0
2-M-BK-LS-XS-RL-POL,2-M-BK-LS-3XL-RL-POL,3X Large ,Polyester,,Black,18.75,0,0,0,0
2-M-BK-SS-XS-SL-POL,2-M-BK-SS-S-SL-POL,Small,Polyester,,Black,17.45,0,0,0,0
2-M-BK-SS-XS-SL-POL,2-M-BK-SS-M-SL-POL,Medium,Polyester,,Black,17.45,0,0,0,0
2-M-BK-SS-XS-SL-POL,2-M-BK-SS-L-SL-POL,Large,Polyester,,Black,17.45,0,0,0,0
2-M-BK-SS-XS-SL-POL,2-M-BK-SS-XL-SL-POL,Extra Large,Polyester,,Black,17.45,0,0,0,0
2-M-BK-SS-XS-SL-POL,2-M-BK-SS-2XL-SL-POL,2X Large,Polyester,,Black,17.45,0,0,0,0
2-M-BK-SS-XS-SL-POL,2-M-BK-SS-3XL-SL-POL,3X Large ,Polyester,,Black,17.45,0,0,0,0
2-M-BK-SS-XS-RL-POL,2-M-BK-SS-S-RL-POL,Small,Polyester,,Black,17.45,0,0,0,0
2-M-BK-SS-XS-RL-POL,2-M-BK-SS-M-RL-POL,Medium,Polyester,,Black,17.45,0,0,0,0
2-M-BK-SS-XS-RL-POL,2-M-BK-SS-L-RL-POL,Large,Polyester,,Black,17.45,0,0,0,0
2-M-BK-SS-XS-RL-POL,2-M-BK-SS-XL-RL-POL,Extra Large,Polyester,,Black,17.45,0,0,0,0
2-M-BK-SS-XS-RL-POL,2-M-BK-SS-2XL-RL-POL,2X Large,Polyester,,Black,17.45,0,0,0,0
2-M-BK-SS-XS-RL-POL,2-M-BK-SS-3XL-RL-POL,3X Large ,Polyester,,Black,17.45,0,0,0,0
2-W-BK-LS-XS-SL-POL,2-W-BK-LS-XS-SL-POL,Extra Small,Polyester,,Black,18.75,0,0,0,0
2-W-BK-LS-XS-SL-POL,2-W-BK-LS-S-SL-POL,Small,Polyester,,Black,18.75,0,0,0,0
2-W-BK-LS-XS-SL-POL,2-W-BK-LS-M-SL-POL,Medium,Polyester,,Black,18.75,0,0,0,0
2-W-BK-LS-XS-SL-POL,2-W-BK-LS-L-SL-POL,Large,Polyester,,Black,18.75,0,0,0,0
2-W-BK-LS-XS-SL-POL,2-W-BK-LS-XL-SL-POL,Extra Large,Polyester,,Black,18.75,0,0,0,0
2-W-BK-LS-XS-SL-POL,2-W-BK-LS-2XL-SL-POL,2X Large,Polyester,,Black,18.75,0,0,0,0
2-W-BK-LS-XS-SL-POL,2-W-BK-LS-3XL-SL-POL,3X Large ,Polyester,,Black,18.75,0,0,0,0
2-W-BK-LS-XS-RL-POL,2-W-BK-LS-XS-RL-POL,Extra Small,Polyester,,Black,18.75,0,0,0,0
2-W-BK-LS-XS-RL-POL,2-W-BK-LS-S-RL-POL,Small,Polyester,,Black,18.75,0,0,0,0
2-W-BK-LS-XS-RL-POL,2-W-BK-LS-M-RL-POL,Medium,Polyester,,Black,18.75,0,0,0,0
2-W-BK-LS-XS-RL-POL,2-W-BK-LS-L-RL-POL,Large,Polyester,,Black,18.75,0,0,0,0
2-W-BK-LS-XS-RL-POL,2-W-BK-LS-XL-RL-POL,Extra Large,Polyester,,Black,18.75,0,0,0,0
2-W-BK-LS-XS-RL-POL,2-W-BK-LS-2XL-RL-POL,2X Large,Polyester,,Black,18.75,0,0,0,0
2-W-BK-LS-XS-RL-POL,2-W-BK-LS-3XL-RL-POL,3X Large ,Polyester,,Black,18.75,0,0,0,0
2-W-BK-SS-XS-SL-POL,2-W-BK-SS-XS-SL-POL,Extra Small,Polyester,,Black,17.45,0,0,0,0
2-W-BK-SS-XS-SL-POL,2-W-BK-SS-S-SL-POL,Small,Polyester,,Black,17.45,0,0,0,0
2-W-BK-SS-XS-SL-POL,2-W-BK-SS-M-SL-POL,Medium,Polyester,,Black,17.45,0,0,0,0
2-W-BK-SS-XS-SL-POL,2-W-BK-SS-L-SL-POL,Large,Polyester,,Black,17.45,0,0,0,0
2-W-BK-SS-XS-SL-POL,2-W-BK-SS-XL-SL-POL,Extra Large,Polyester,,Black,17.45,0,0,0,0
2-W-BK-SS-XS-SL-POL,2-W-BK-SS-2XL-SL-POL,2X Large,Polyester,,Black,17.45,0,0,0,0
2-W-BK-SS-XS-SL-POL,2-W-BK-SS-3XL-SL-POL,3X Large ,Polyester,,Black,17.45,0,0,0,0
2-W-BK-SS-XS-RL-POL,2-W-BK-SS-XS-RL-POL,Extra Small,Polyester,,Black,17.45,0,0,0,0
2-W-BK-SS-XS-RL-POL,2-W-BK-SS-S-RL-POL,Small,Polyester,,Black,17.45,0,0,0,0
2-W-BK-SS-XS-RL-POL,2-W-BK-SS-M-RL-POL,Medium,Polyester,,Black,17.45,0,0,0,0
2-W-BK-SS-XS-RL-POL,2-W-BK-SS-L-RL-POL,Large,Polyester,,Black,17.45,0,0,0,0
2-W-BK-SS-XS-RL-POL,2-W-BK-SS-XL-RL-POL,Extra Large,Polyester,,Black,17.45,0,0,0,0
2-W-BK-SS-XS-RL-POL,2-W-BK-SS-2XL-RL-POL,2X Large,Polyester,,Black,17.45,0,0,0,0
2-W-BK-SS-XS-RL-POL,2-W-BK-SS-3XL-RL-POL,3X Large ,Polyester,,Black,17.45,0,0,0,0
1-M-BPS-LS-XS-SL-POL,1-M-BPS-LS-S-SL-POL,Small,Polyester,,Blue Pinstripe,18.75,0,0,0,0
1-M-BPS-LS-XS-SL-POL,1-M-BPS-LS-M-SL-POL,Medium,Polyester,,Blue Pinstripe,18.75,0,0,0,0
1-M-BPS-LS-XS-SL-POL,1-M-BPS-LS-L-SL-POL,Large,Polyester,,Blue Pinstripe,18.75,0,0,0,0
1-M-BPS-LS-XS-SL-POL,1-M-BPS-LS-XL-SL-POL,Extra Large,Polyester,,Blue Pinstripe,18.75,0,0,0,0
1-M-BPS-LS-XS-SL-POL,1-M-BPS-LS-2XL-SL-POL,2X Large,Polyester,,Blue Pinstripe,18.75,0,0,0,0
1-M-BPS-LS-XS-SL-POL,1-M-BPS-LS-3XL-SL-POL,3X Large ,Polyester,,Blue Pinstripe,18.75,0,0,0,0
1-M-BPS-LS-XS-RL-POL,1-M-BPS-LS-S-RL-POL,Small,Polyester,,Blue Pinstripe,18.75,0,0,0,0
1-M-BPS-LS-XS-RL-POL,1-M-BPS-LS-M-RL-POL,Medium,Polyester,,Blue Pinstripe,18.75,0,0,0,0
1-M-BPS-LS-XS-RL-POL,1-M-BPS-LS-L-RL-POL,Large,Polyester,,Blue Pinstripe,18.75,0,0,0,0
1-M-BPS-LS-XS-RL-POL,1-M-BPS-LS-XL-RL-POL,Extra Large,Polyester,,Blue Pinstripe,18.75,0,0,0,0
1-M-BPS-LS-XS-RL-POL,1-M-BPS-LS-2XL-RL-POL,2X Large,Polyester,,Blue Pinstripe,18.75,0,0,0,0
